class_desc,class,zipcode,res,comm,units,landarea,grossarea,yearbuilt,price
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,2000,3200,1899,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,12000,4200,1899,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,2017,3632,1899,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,2000,2520,1899,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,2800,2208,1899,0
01 ONE FAMILY DWELLINGS,1,11205,1,0,1,2700,1560,1901,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,1600,2700,1899,0
01 ONE FAMILY DWELLINGS,1,11216,1,0,1,1600,2700,1899,0
01 ONE FAMILY DWELLINGS,1,11238,1,0,1,2100,2940,1899,0
02 TWO FAMILY DWELLINGS,2,11206,2,1,3,1158,2400,1930,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1950,2223,1899,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1600,2160,1899,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,1880,1987,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,1880,1987,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,1880,1987,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,3147,2004,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1875,2643,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2000,1991,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1958,1840,1992,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1942,2622,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1950,2634,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2400,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2250,3630,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2200,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2200,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1800,3096,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1783,3068,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1900,2280,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2700,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1900,3040,1899,0
02 TWO FAMILY DWELLINGS,2,11221,3,0,3,1917,3068,1910,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1650,2729,1901,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2400,1905,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2400,1905,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1950,3276,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,3600,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2500,2457,1901,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1853,3744,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2400,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2400,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2368,2448,2006,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1667,2668,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1800,2428,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,3800,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,1,3,1760,2300,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,3440,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1875,2268,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1850,2268,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2500,2240,1925,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1693,2091,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1875,3380,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1440,2880,2013,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1900,3944,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,1,3,1200,2700,1927,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1800,2542,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1875,2394,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1800,2666,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1725,2457,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1800,2340,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2017,2592,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1750,2289,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1750,2250,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1750,2214,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1800,2340,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,6000,2674,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1667,2096,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1600,2328,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1875,2499,1910,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1750,3570,2005,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2000,3600,1930,0
02 TWO FAMILY DWELLINGS,2,11233,1,0,1,1840,2556,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1976,1548,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1667,1600,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1404,2511,2005,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2500,1200,1899,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1512,1890,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1480,1962,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1346,1671,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1346,1673,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1567,1168,1901,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2415,3933,2005,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,6664,2441,1901,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2275,1944,1992,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2225,1944,1992,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2318,1944,1992,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2318,1944,1992,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1983,1944,1992,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1983,1944,1995,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,1200,1920,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1250,2001,1910,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1875,2532,1899,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1900,2665,1899,0
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1900,3192,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1140,3096,1901,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1600,2700,2004,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1600,2700,2004,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1600,2700,2004,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1333,2000,2008,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1875,2250,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1875,2250,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1883,2826,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1800,1944,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2358,2883,2005,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2280,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1500,2475,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,2400,1901,0
02 TWO FAMILY DWELLINGS,2,11221,2,1,3,1660,4600,1901,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1925,2598,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1000,3013,2005,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2413,2014,1992,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2413,2014,1992,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1100,2001,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1842,2433,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1875,2065,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1600,3300,1931,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1360,2520,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2913,2220,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1433,4495,2004,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2200,3168,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1875,2250,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1600,3000,1920,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1550,2480,1905,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1700,2700,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,2400,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1250,1689,1915,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,4394,1900,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1900,3648,1915,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,3600,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1800,3024,1899,0
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1900,3620,1905,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1875,3200,1901,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1750,3198,1901,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1595,3850,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1933,2088,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,2000,3000,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,2000,3240,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1850,2960,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1000,2280,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1462,2996,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2400,4000,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1800,3510,1910,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1667,3250,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1800,2268,1901,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1290,1800,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1290,4160,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2500,1250,1935,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2500,1500,1910,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2083,5544,1910,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1645,2400,1940,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1875,1837,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1188,1392,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2300,1960,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1180,3180,1950,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1817,1962,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2500,1440,1901,0
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,1800,2450,1905,0
02 TWO FAMILY DWELLINGS,2,11216,2,1,3,1219,2532,1950,0
02 TWO FAMILY DWELLINGS,2,11238,2,1,3,1625,5250,1930,0
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,2000,3320,1899,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1700,2504,1899,0
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,2500,2670,1901,0
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1667,2296,1905,0
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,3500,2040,1901,0
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,3930,2584,1910,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1875,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1890,3375,2004,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2024,3168,1899,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2000,2880,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1875,2475,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1250,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1750,3152,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1800,3240,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1950,3512,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1800,3000,1920,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1900,2565,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2150,6078,2004,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3300,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1667,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1600,4000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1600,4000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3300,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1800,2880,1901,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3120,2004,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1883,3132,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1900,2820,2006,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3200,1905,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,4368,1931,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3360,1901,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3880,1910,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2500,2925,2004,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1800,2490,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3432,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2000,3432,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1667,2176,1901,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1633,2744,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1900,2394,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1577,2565,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1900,2280,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1940,2688,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1700,2327,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2500,2570,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1970,3540,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1667,2928,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1992,3264,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1800,3423,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2000,4050,1910,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1817,3352,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1850,2931,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1800,3372,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1942,3460,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1600,3000,1901,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1900,2912,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1700,5000,2005,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1350,2408,1899,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2000,4285,2004,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2000,3000,1901,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2000,2400,1899,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2000,3760,1901,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,3517,7514,2018,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,2000,2880,1910,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1950,3120,1899,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1875,3376,1899,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2000,3040,1910,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,3100,3795,2004,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1900,3040,1910,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2500,1980,1931,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2900,3528,2004,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2033,2838,2005,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2200,3432,2005,0
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1917,2703,1899,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,1800,3510,1899,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,1200,2160,1931,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,2000,2400,1905,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,2500,3168,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1667,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,2520,1925,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1867,3150,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1200,3360,1900,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1900,3420,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1900,3420,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1155,2700,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1667,2800,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1900,3284,1900,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1667,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3360,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3360,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1650,2650,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,3000,2305,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2492,3887,2007,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3360,1910,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1540,3236,1915,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,2520,1915,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,2280,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3600,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,3200,1915,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,2900,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3360,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,4440,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3680,1905,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1667,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1667,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,4660,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1800,3680,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3600,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1875,3000,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3120,2004,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1683,3500,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3360,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1600,2560,1900,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1917,3296,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,4000,1910,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1653,4068,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3440,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2200,2800,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,2880,1899,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2010,3705,2004,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,1030,3078,1957,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,2070,5447,1901,0
03 THREE FAMILY DWELLINGS,3,11205,3,0,3,4070,8111,2014,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,1572,1866,1899,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,1600,3120,1998,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1330,3332,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1717,3776,2006,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,4425,3177,1930,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,1969,3544,1930,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1411,3400,1910,0
04 TAX CLASS 1 CONDOS,4,11205,1,0,1,0,0,,0
04 TAX CLASS 1 CONDOS,4,11205,1,0,1,0,0,,0
04 TAX CLASS 1 CONDOS,4,11238,1,0,1,0,0,1899,0
04 TAX CLASS 1 CONDOS,4,11238,1,0,1,0,0,1899,0
05 TAX CLASS 1 VACANT LAND,5,11206,0,0,0,1800,0,,0
05 TAX CLASS 1 VACANT LAND,5,11221,0,0,0,1033,0,,0
05 TAX CLASS 1 VACANT LAND,5,11233,0,0,0,2797,0,,0
05 TAX CLASS 1 VACANT LAND,5,11233,0,0,0,1785,0,,0
05 TAX CLASS 1 VACANT LAND,5,11206,0,0,0,1900,0,2019,0
05 TAX CLASS 1 VACANT LAND,5,11216,0,0,0,2000,0,,0
05 TAX CLASS 1 VACANT LAND,5,11216,0,0,0,2000,0,,0
05 TAX CLASS 1 VACANT LAND,5,11216,0,0,0,2027,0,2019,0
05 TAX CLASS 1 VACANT LAND,5,11216,0,0,0,1290,0,,0
05 TAX CLASS 1 VACANT LAND,5,11205,0,0,0,1617,0,,0
07 RENTALS - WALKUP APARTMENTS,7,11206,4,0,4,1600,1440,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,4,0,4,1600,1440,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,1900,3800,1899,0
07 RENTALS - WALKUP APARTMENTS,7,11221,8,0,8,1800,2052,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,6,0,6,2600,5808,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,10,0,10,2700,8292,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,2400,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,1667,2100,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,1925,4200,2013,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2175,4200,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,1950,3120,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,1809,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,5,0,5,2000,2700,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,7,1,8,2200,7920,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,2853,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2500,2472,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,2000,2670,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,2000,2670,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,6,0,6,2324,9296,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,6,0,6,2500,5025,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,14,0,14,1800,3240,1890,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,2000,2400,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,3,0,3,2000,3167,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,8,1,9,2090,4224,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,2176,4368,1899,0
07 RENTALS - WALKUP APARTMENTS,7,11206,27,0,27,5000,21750,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,4,0,4,1875,2137,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,4,0,4,2017,2541,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,5,0,5,1875,3748,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,4,0,4,2000,2700,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11205,16,0,16,2500,6500,1900,0
07 RENTALS - WALKUP APARTMENTS,7,11206,6,0,6,2000,3800,2016,0
07 RENTALS - WALKUP APARTMENTS,7,11206,20,0,20,5000,17600,1905,0
07 RENTALS - WALKUP APARTMENTS,7,11216,9,0,9,2500,6800,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11206,6,0,6,1900,3905,2019,0
07 RENTALS - WALKUP APARTMENTS,7,11216,8,0,8,3000,7800,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,6,0,6,2500,6375,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,4,0,4,1875,2560,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,6,0,6,1967,5000,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,2400,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,6,0,6,1825,3559,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,6,0,6,1960,5460,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,1800,3024,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,7,2,9,4000,11520,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,3600,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11221,4,0,4,2000,3600,1931,0
